age,income,loan_amount,credit_score,months_employed,num_credit_lines,interest_rate,loan_term,dti_ratio,default
34,81588,28155,802,52,14,4.925325565724679,24,0.28840980307398545,0
29,90984,48884,654,83,12,13.470586076426112,36,0.41409130225517754,0
66,70331,21964,524,30,11,18.19704361254381,48,0.37361871393964174,0
21,114397,42726,830,68,1,14.422644172463677,24,0.21558794156869712,0
65,48141,42044,445,87,11,11.312700922049851,12,0.2719112456293762,0
33,29074,42544,540,103,2,16.49307447888726,36,0.4070155992243253,1
24,26406,37252,643,117,7,24.2943699692562,24,0.5304275140217244,1
21,117359,8832,334,32,12,4.635427969736755,12,0.47660671936943866,0
69,143279,30275,300,71,7,11.275361366820116,36,0.37670001341670745,0
60,43291,19901,452,87,10,11.648631693537151,60,0.2811464991582431,1
52,61568,43213,728,49,10,15.481764485538347,36,0.28252563877090275,0
54,117539,39148,807,83,5,5.923928542343153,60,0.539708655132198,0
48,66851,47633,425,15,14,6.474468172085564,60,0.1196217880202732,0
51,119942,27918,790,113,9,8.92063118495173,60,0.5939913222101305,0
28,74823,24540,781,115,8,24.00707597354169,48,0.4321877054257811,0
59,43312,16580,644,75,10,19.017443077695308,48,0.44056884953619524,0
46,63108,43402,520,76,11,17.38809928805882,60,0.11899891865237108,0
54,86918,43578,324,108,8,20.8815479663709,12,0.40276463744563606,1
23,54171,29917,827,105,3,5.370470550625591,60,0.3423890300452235,0
32,61779,27318,481,38,11,21.83498844378441,24,0.1528894534470335,0
21,88828,15179,798,88,0,15.883736062468842,60,0.23896100538467954,0
64,127315,17251,341,45,0,10.044902667826047,48,0.5451572281068257,1
25,118723,24493,780,95,14,20.856743254278033,48,0.37499420793297644,0
50,32411,25466,738,87,11,20.55770202284404,24,0.30670828758695434,0
50,122821,35206,701,111,9,21.52844308862636,24,0.13634107792040548,0
37,137990,24624,845,46,14,5.0991527524070985,36,0.4570607637011528,0
68,77009,31564,644,43,4,24.310628012404962,12,0.4514254116980163,0
67,35422,27412,344,8,13,24.09158846026895,12,0.4070218034862818,1
43,62468,32990,320,103,12,10.543067023789185,12,0.3551313231103246,1
35,52371,40517,369,113,1,3.982615409768192,48,0.3168922011036863,1
57,77022,18156,347,86,14,6.258752563047678,12,0.3966355464939961,0
41,91229,28064,790,49,5,24.838693572505683,36,0.21669772586420336,0
34,119071,30711,586,76,6,15.16779122136242,36,0.5706295320888238,0
22,71196,35106,309,59,0,10.52399047358617,12,0.3943972645901148,0
31,100354,21589,841,95,5,8.984560611625874,24,0.25559622217718825,0
59,116774,28736,573,113,7,8.28231404449632,36,0.32483992544257867,0
58,116410,25975,680,14,11,17.443437213725847,24,0.5028423944384461,0
54,46715,41218,628,35,4,11.936226209192935,48,0.18080803036514873,0
58,47605,12214,778,112,13,24.22174073579376,36,0.2464178112301302,0
54,119853,35581,314,62,11,17.886468189520635,24,0.43975401136827774,1
38,51174,25195,815,68,6,20.321003298601628,12,0.2577446032411119,0
50,29956,49582,490,85,9,9.086684843121098,48,0.496250840930733,1
35,124444,32127,467,79,5,4.281694204944081,60,0.16522674358868042,0
47,96373,10141,820,40,3,13.476013841092323,60,0.4813430852273043,0
54,89252,33884,436,73,14,9.578084797290114,12,0.13417585742528312,0
58,81949,29885,453,23,14,7.046871212678282,48,0.1062963063337474,0
53,82646,7708,687,81,6,23.934447943019382,48,0.549111759416081,0
44,90017,23375,508,48,9,12.48973482269568,48,0.3906696084661493,0
35,83037,20088,571,17,8,6.430943321097677,48,0.2759134485434057,0
50,109818,49602,442,6,9,6.96963968532563,60,0.2162973184819252,0
62,26548,15014,368,3,9,8.815969205453365,24,0.40844289163040803,1
37,136981,8273,546,89,12,24.984616034268537,48,0.3545010917683691,0
25,123141,42306,560,68,6,8.53025876169094,24,0.5957988877649926,0
49,93294,35881,378,59,11,9.898040603015207,48,0.5916079933268729,1
24,129204,36486,824,54,13,17.334882879640034,36,0.4175122830708048,0
30,43177,17541,629,15,4,9.114130969231711,36,0.3214352530529453,0
37,44022,13712,488,98,6,7.355595648843101,36,0.3455704845673311,0
30,126297,14168,394,89,2,6.06933669961597,48,0.441239533118431,1
37,140695,8551,307,81,1,9.535359963125323,24,0.1507872721176907,0
40,25542,17297,366,28,10,4.883103016647404,60,0.26417603690535907,0
44,111012,48733,795,22,14,2.919548194332615,12,0.13763612050180193,0
25,116320,32128,490,116,4,20.604438190030237,60,0.13668037975845979,0
54,80428,7832,665,13,3,5.602636204327973,48,0.19791962094711688,0
26,42740,33483,820,78,4,19.95947912084295,36,0.3426266272966134,0
22,79353,27063,416,48,7,20.444705777199843,36,0.49238716058139465,0
33,110353,27963,566,32,11,14.60318934240797,24,0.3427479455829363,0
63,133132,18422,784,24,3,9.467844062041408,48,0.26773830528043485,0
63,76532,37920,808,20,14,5.76323650937249,60,0.14117649516837907,0
68,36052,16156,597,16,8,19.07811490122248,48,0.3751477615915648,0
31,120689,16108,463,22,6,16.031207184590187,48,0.23563429324158838,0
67,67076,36845,675,56,9,17.247702771105192,36,0.40746708895857375,0
43,73420,7800,567,106,12,2.6950545215154484,60,0.5885938695662092,0
36,20671,43078,848,80,11,23.369132853426052,12,0.15565716073877509,1
51,20163,47712,373,57,6,3.9915292175473804,36,0.20606269936096996,1
31,61424,7610,807,13,14,10.753132415650128,60,0.33654726904968735,0
36,129538,17067,372,92,12,11.561012117163255,24,0.5843069076729648,1
28,73744,38872,607,19,12,2.5304993012038492,36,0.48590488813499777,0
24,90331,15728,498,29,7,13.684509460392935,24,0.549114596581415,0
60,30634,34566,429,18,11,19.438202376497724,36,0.2668574242378965,1
24,24798,34783,786,52,5,21.023544695082375,48,0.5960192368892973,1
45,42420,25583,450,102,7,22.286432349382398,60,0.1514164080320787,0
23,137043,25238,505,55,2,13.473674537095814,24,0.12648645302305042,0
52,140575,12263,478,76,9,16.689314286917135,36,0.5278013135270141,0
23,147158,6914,496,81,9,4.289193549171222,24,0.5636324351034931,0
47,49300,28749,388,22,13,13.480860046339373,36,0.14529267877305088,0
49,109881,24456,733,61,0,5.983354484614043,36,0.15671371337292075,0
52,30749,30582,482,109,5,10.816970146506733,12,0.11658707887788691,0
39,124131,5406,508,32,0,9.909369539453484,12,0.15225378132136205,0
41,45121,18689,792,102,8,12.029662987933934,12,0.20470990840014044,0
25,148563,37934,429,103,13,15.361823904417983,24,0.5850383094550005,1
38,57487,38276,312,17,1,22.81472455891741,48,0.43393011111984026,1
48,113947,41432,405,72,10,11.37590420531887,36,0.4892765127592711,1
62,53361,24873,674,32,1,24.57545190350989,60,0.48806970184576104,0
42,41223,18050,398,31,6,19.578131081152065,12,0.3675368748896073,1
41,92930,5680,491,60,1,14.008323552738624,24,0.49874448885650857,0
26,34056,23908,624,53,9,16.99059483501874,24,0.3979037661949848,0
21,48380,23504,766,16,7,4.800043850468751,24,0.2572730488016788,0
25,46035,26644,666,18,5,21.501734454557234,60,0.38055505438420034,0
61,50620,42125,617,90,13,15.603042738939232,60,0.3667542930672567,0
32,39877,6363,443,69,6,24.68651830471604,12,0.5117265268796604,0
46,145481,47291,683,98,6,16.819646734439104,60,0.5908636086908295,0
66,75316,40060,515,119,5,21.267510623492313,12,0.3055212827104653,0
54,84041,6538,660,100,9,20.494661712892896,60,0.48169533922067986,0
69,128940,41176,623,33,10,10.272875908036049,60,0.14988150201906678,0
34,137360,46520,314,83,8,8.341239067747262,60,0.4884156847241443,1
46,73352,30675,516,24,12,12.186105627208976,12,0.2857084559966161,0
65,50911,23287,791,67,8,13.012930249198835,36,0.11969508144484334,0
47,52784,5174,846,73,14,7.901905793574487,12,0.2816230892810886,0
29,23191,31732,482,73,6,22.628452150396868,36,0.40532137546082236,1
46,53160,39998,569,87,8,14.707326901764535,24,0.1596250838407333,0
67,110536,42055,766,84,12,24.514998823455315,24,0.5620172462151273,0
42,124576,17112,818,10,9,20.725400006040925,12,0.1388362066364193,0
67,84641,44874,841,90,2,15.003359358818784,36,0.5650033599165831,0
50,69723,14689,766,15,2,23.80840625824808,36,0.4535687589678432,0
63,23631,49814,604,89,0,13.859683339644409,36,0.2648560877071018,1
68,26172,24555,443,60,4,22.459896531670086,24,0.2953751738545466,1
37,62080,38919,410,93,14,10.558257576905623,12,0.4704046823663721,1
46,109097,12619,531,112,3,11.019453626592117,48,0.4007355504406037,0
56,110353,11033,799,79,1,11.907940366845951,36,0.43582146072747263,0
21,40281,46328,572,6,8,14.799077033723037,36,0.29458230825674003,1
28,48671,9946,472,15,2,14.95353107947354,48,0.34390674090379947,0
69,142811,29618,306,98,14,13.668975737734394,12,0.5949337420189467,0
55,71431,39675,454,15,7,9.385021905621269,36,0.20696143524985885,0
35,110900,41258,821,39,5,23.362145457793698,12,0.30892809326106574,0
67,142139,23919,845,11,13,15.74318719035822,36,0.24591159378698366,0
42,127210,9173,847,34,12,11.674132364310886,60,0.4825557552199249,0
34,147734,48833,817,112,4,17.15148161673141,36,0.48200631283286033,0
46,112961,31400,514,20,0,19.779252050720615,60,0.24622273049869794,0
48,135463,9769,433,49,3,24.11638198513547,12,0.14069515831649146,0
43,48602,42564,584,42,2,13.739856151020609,36,0.10571633833610203,0
34,108789,19211,425,99,0,5.022216482892073,24,0.3137252666212428,0
44,71399,28255,738,111,11,12.41723053232218,24,0.3051687971678855,0
22,43472,32962,451,16,14,13.276837632703106,48,0.5941949393199315,1
65,69230,24356,630,31,4,22.68236675917766,24,0.33490103784883984,0
46,93616,25306,837,40,5,11.383017290416445,60,0.22820918478771032,0
34,27099,9997,682,5,1,23.949795959960614,24,0.5456147205157337,0
27,138614,22376,414,87,14,13.415467923572532,24,0.34553397482678927,0
23,45431,45880,781,26,13,24.4100612720259,24,0.39958781760528894,0
67,76492,43055,583,19,2,2.6844622254466493,36,0.14783435521410634,0
43,116722,15578,374,24,10,22.7233459331428,48,0.29145820366488706,0
66,67684,23624,465,65,13,23.45021016872539,12,0.5721118372368934,1
63,50111,44194,488,8,14,24.1229710547173,48,0.3947526920877127,1
67,125387,49367,377,91,5,2.794222018928834,60,0.2722509275712308,0
65,83936,5389,320,52,3,6.3632688223819525,36,0.4128335903157966,1
38,42614,38767,483,60,8,17.209701319597812,36,0.555205544789058,1
58,112260,6855,521,37,4,3.0731355640399105,24,0.23699530023629503,0
55,61991,45893,627,2,3,3.9312024139712665,24,0.3525583592353372,0
35,90476,18794,478,83,1,7.474274658102443,60,0.5793453269558777,0
45,137959,40531,411,69,5,14.029894796737395,36,0.18619807164922633,1
57,80920,9986,358,102,9,14.78280758350317,12,0.4598319627983558,0
48,114294,37298,626,96,1,3.2708752628538478,48,0.40724050410149115,0
30,83530,6481,490,54,11,6.3332631425844506,36,0.4398375655703174,0
59,56224,8731,499,0,12,13.743377650029744,12,0.2756098153337848,0
37,27788,21835,611,100,6,15.863663971226618,12,0.2569396867418825,0
59,48082,32798,334,69,2,5.839038170939846,48,0.4421048352941852,1
42,143287,31113,678,44,8,11.473931768806839,12,0.20777164255227268,0
46,109570,24477,686,97,10,22.849032321631427,60,0.30982737242950253,0
64,121015,22266,536,46,4,24.975233958538873,12,0.194087323026459,0
45,96816,25792,818,78,7,24.71232523370068,60,0.10415242056166488,0
37,103588,25452,582,108,10,22.33767648145463,12,0.5850286800190347,0
33,36531,48526,300,25,5,11.37985197887378,24,0.3158514893282095,1
40,108340,46334,763,13,13,17.94792157168264,12,0.5846748072099126,0
45,114439,16889,529,53,11,11.87332512514447,60,0.17016175988391305,0
24,64857,29335,471,70,9,17.091858103544563,12,0.39368338972874306,0
30,30142,16254,386,45,7,9.462230596813374,12,0.2004870163956198,1
23,135053,26074,422,30,12,16.13955070623247,12,0.49503706348163734,0
61,68355,16442,597,87,12,14.284566172439122,60,0.4918514943804876,0
65,29866,42327,783,58,10,3.0508059807969987,12,0.1563035745196559,0
38,90067,21199,464,94,11,20.290815334287558,48,0.5560322264381946,0
67,130990,12291,682,28,2,2.767701225516001,48,0.19731482360161232,0
56,123634,45928,508,105,2,9.09600870069929,60,0.4064886707946802,0
67,123814,5112,731,95,4,2.633291472715053,24,0.592816810043852,0
42,145426,26515,688,16,10,10.964531799141959,48,0.5411982673831819,0
54,84027,24581,523,13,9,3.9211118836931345,36,0.5782819642805845,0
67,77906,31500,302,103,2,23.05399675370293,48,0.27129938560905975,0
28,48138,37026,671,35,7,11.852784141164543,36,0.1527878211097317,0
60,112601,21523,745,57,9,12.838654934449227,60,0.19417343664472506,0
69,49956,6424,415,111,12,10.371630312044235,24,0.35024744753830694,0
64,127268,24552,569,23,11,16.61888846953974,36,0.49661483913666105,1
39,124797,15808,746,108,13,20.149182623909585,36,0.17507682209193762,0
62,144917,43811,667,62,7,17.083301718602,48,0.4298657661303785,0
61,146303,11989,552,117,1,19.33466016389037,36,0.26178880201975596,0
57,96295,28620,616,90,11,22.88440742895836,60,0.2706010361960768,0
26,25439,44029,714,24,3,21.929796962607146,60,0.4309588650789632,1
46,67241,5887,394,58,9,17.666315186958155,60,0.33349970976661014,0
54,62533,36802,323,31,12,7.329354165349644,48,0.5060166465129969,1
65,48270,24488,349,115,0,16.8483141484434,24,0.17795925483141353,0
26,98815,35013,801,81,3,13.886869654161496,48,0.49497413488351927,0
57,59279,21402,797,109,11,18.63743269773445,60,0.13211762402871044,0
53,129787,26205,634,17,12,21.240962088840586,48,0.1970269401228025,0
42,43888,31049,378,36,12,19.211233686694392,60,0.4280748572515827,1
41,37630,17253,326,25,10,21.54762632412892,12,0.5274628282555356,1
26,81063,23990,570,8,12,3.9369934001730367,12,0.22633981386967453,0
26,138527,12846,546,98,3,3.2114508603429393,36,0.2635958029144565,0
68,143239,30027,686,63,9,8.316262773240865,24,0.36856037414336995,0
24,147896,44200,660,71,8,22.76498689244414,12,0.20578640324465117,0
50,55144,8765,787,19,14,21.03233314713941,60,0.5055781307937528,0
31,72161,20950,651,53,2,17.86136420039451,48,0.4868183225028804,0
50,116718,14741,555,105,14,18.267070017393607,48,0.1726458559828908,0
51,145873,27742,521,85,1,18.850085558309782,36,0.3319148659083161,0
44,111074,29703,300,82,8,23.708560760906806,48,0.4874138833273107,1
29,97360,43709,845,29,8,21.224300926920044,12,0.2686647655517074,0
23,70979,42623,745,52,0,16.52628370810857,48,0.4165534113588658,0
51,117661,27931,378,91,5,17.47859729328566,12,0.12510656072878637,0
60,26979,28580,535,98,9,7.309155896375244,12,0.404344380264659,1
57,46189,20166,633,106,7,17.28967356601613,24,0.1763264900003035,0
56,62600,34240,648,62,2,12.055277779415317,36,0.5152916625572257,0
44,79560,30991,397,10,10,5.941642088629234,60,0.27772473179023927,0
51,98040,43556,381,30,8,20.644063433047922,12,0.24077693136409786,0
26,143257,37969,801,48,1,13.980559745570776,36,0.5204444883557425,0
22,81558,15561,776,111,5,24.492063438011986,60,0.1250720115359051,0
40,106205,21901,849,102,0,8.837785475676812,48,0.29830439966717237,0
48,26910,45505,313,99,12,13.315077526864226,36,0.2850017702875157,1
31,77713,35020,691,93,6,12.579897730049533,36,0.24240018712477543,0
24,66857,30917,646,86,2,5.217539254733021,36,0.5558771660007386,0
35,54964,6988,609,18,6,12.087593773692538,48,0.47546419675836116,0
26,105667,49505,685,11,3,8.96995276947081,48,0.1319615820959694,0
69,45227,19256,508,14,8,6.107210605756023,36,0.4573437247174771,1
50,25978,27192,656,30,4,8.848500640813134,24,0.36364956656439695,0
58,107527,33230,393,42,2,7.74816305349382,12,0.5504339472007896,1
22,37153,44930,392,100,14,19.016654447632256,48,0.2564728086741792,1
35,79765,27625,639,36,7,3.1924415108311024,24,0.3870809998047915,0
31,119084,37088,744,78,5,16.39291182804748,48,0.350377637370493,0
28,128212,19114,321,28,1,19.614880195531146,36,0.3447804531138029,0
46,59071,46167,590,113,2,13.316277770551897,24,0.3280526997586063,0
65,132990,43401,784,106,7,23.460212050178164,60,0.20281473776614065,0
64,89519,10755,605,25,14,18.427315642822045,12,0.4778549612461964,0
25,29503,15825,427,107,9,19.328282154506887,12,0.3256680163696444,0
26,80703,27693,572,1,6,6.931003467419581,48,0.5792581375013028,0
46,84379,9117,741,83,9,19.989150456379154,12,0.23040421359638816,0
24,115457,29729,802,14,5,21.222131561870086,60,0.44137191981352053,0
39,77866,37182,429,115,13,10.628493739134765,24,0.5703585398195542,1
40,36905,33890,431,3,0,7.300669030741853,24,0.4317291615080463,1
53,65838,34340,781,85,8,11.163640282081376,36,0.5356364538086973,0
40,145200,6518,689,49,2,19.141179302503087,24,0.513740479878503,0
69,78279,35949,624,37,13,11.896877632045811,48,0.2800588577445019,0
32,109489,27547,368,22,4,19.07466719255773,60,0.4000619699697483,0
67,46806,21346,747,58,6,5.055202171994598,36,0.1781306699056778,0
21,65000,7600,827,89,14,20.6352634859909,48,0.36776294134779974,0
46,42168,34267,464,114,6,8.197168336953041,48,0.2152109859071686,1
34,90119,41322,787,74,2,8.100902223578359,48,0.47186840747622283,0
58,58714,31990,725,27,14,15.783571717086867,12,0.36402921094606233,0
57,74093,21193,564,119,3,4.077656029307267,48,0.3056136813158302,0
31,75419,35109,641,65,9,3.0916988504050424,12,0.23439854808348878,0
56,69145,24233,577,7,6,8.373144969102608,24,0.5993492409206435,0
33,125432,21194,738,28,7,14.60651989153351,12,0.13585526044246635,0
63,97425,39510,456,10,1,22.921368690067613,48,0.12178034028621001,0
23,112949,6306,721,100,8,21.544791466914404,60,0.20862870024693228,0
53,97811,8849,550,17,6,13.535045348221947,60,0.5855362293139098,0
26,22461,17360,829,54,12,3.3336698581035873,24,0.5896190841599922,0
30,34291,34231,626,49,7,14.543186529159454,48,0.427463867386068,1
25,66804,41963,396,13,5,18.35790099831915,12,0.5400533336032024,1
43,96971,23689,812,117,5,10.131201981813259,60,0.2069808654203977,0
30,113471,34084,515,73,8,4.998924323837231,36,0.5860210470883118,1
64,84946,45387,431,98,3,8.767778947127336,48,0.17139242506978233,0
22,118989,14280,559,8,10,19.860749450525812,48,0.15056259409082914,0
33,104080,7642,424,98,10,10.402986226374889,36,0.15610576962363645,0
60,141719,47137,381,10,4,20.769583540428478,60,0.38656396163628237,0
22,81332,19296,582,62,8,9.689232665668206,36,0.49048720035902615,0
40,97794,20438,358,107,0,6.179988364310908,24,0.2833335889373165,0
21,50841,42525,843,75,3,12.306588089056184,12,0.5889479938930633,0
57,144447,7994,460,66,6,12.676176526505627,12,0.3172100690591647,0
29,140029,39039,583,52,10,2.862434917360082,60,0.17522427538660815,0
37,68758,6813,405,38,14,5.133514135892338,36,0.33298337409306833,0
29,134726,32491,404,77,8,6.660835422388392,48,0.4395185827112199,0
31,96272,23845,738,55,14,5.0557146410201845,48,0.5161128902521893,0
35,57643,46243,527,27,13,10.184336696980687,48,0.3293841449782965,1
44,70408,42164,617,74,12,24.204014251382905,24,0.3968034130245838,0
58,63950,47051,763,38,10,13.957507112359254,24,0.23367235607942669,0
55,76849,18318,771,24,11,16.620010537089545,48,0.422958263202757,0
50,120500,22200,355,20,12,10.518695766768134,60,0.5929859719751719,1
51,48044,5082,312,9,9,9.778474636970786,24,0.12452678629389693,0
69,125469,6920,739,42,5,3.020802368087688,24,0.5432653353525839,0
25,145588,45585,317,14,11,13.757507252710504,12,0.3811412513837614,1
64,35997,16683,412,82,7,13.381202651912492,12,0.22604932978114997,0
34,99751,16336,528,47,12,6.0511913390752685,60,0.5774448550046289,0
31,118605,20596,470,85,8,19.69729000465083,24,0.34167715152944944,0
29,43911,7093,594,20,9,13.585172431997567,24,0.26584512583669284,0
54,75533,17905,488,59,3,10.127364328635398,36,0.19074881413542058,0
32,102566,29351,725,115,0,5.805450453015856,60,0.22222610512833105,0
55,114870,35981,378,107,13,14.92361860684778,60,0.5164245207957213,1
55,34571,13367,481,95,7,19.43838308699822,36,0.4072050046585829,0
21,128255,10285,798,49,1,8.844985435411862,36,0.556622809744158,0
60,149226,48664,370,22,10,7.422872910476258,12,0.21598422607889292,0
42,114463,42705,547,12,0,14.24353669145298,60,0.16056928692445074,0
49,77941,21753,445,68,12,5.9952243064753805,60,0.10304376548779501,0
28,78005,23485,595,3,6,17.49880119837141,36,0.35393101880799693,0
31,106250,17977,769,91,11,16.120231628745188,48,0.5991534651909941,0
61,78712,24874,805,77,9,4.4593461158071435,48,0.44748263440931946,0
57,63541,12674,492,71,8,3.321708536080912,12,0.254197295982573,0
34,43387,34038,367,8,10,16.45649468324316,48,0.5384292915130858,1
50,113980,34315,793,114,14,9.121609914746667,48,0.4908611329939798,0
55,68908,8676,351,34,11,4.445029446401467,48,0.10770758303826963,0
41,105457,7426,662,100,11,19.587145861520945,24,0.5084302402705112,0
57,33057,29473,773,20,8,9.565990067896994,12,0.25026337861924797,0
25,84028,7962,820,57,2,12.840989866860031,36,0.17483673229180055,0
39,130804,34943,730,17,5,7.828290867709808,48,0.2131654198685373,0
34,139246,5859,597,96,6,16.614634263054203,24,0.3342899021875695,0
46,75731,49816,734,71,13,9.283489345473088,48,0.31243396353400554,0
24,44858,9138,497,114,9,24.280471627621637,24,0.24444364968711338,0
45,68689,40192,427,112,8,18.316319843880397,12,0.18610916110351636,0
65,64638,30640,831,80,14,5.57625121840298,48,0.4811153948210847,0
62,111598,15409,710,42,1,11.875633892653003,24,0.5950548918674585,0
45,122386,9017,364,94,7,11.171974743922268,60,0.4888957902098452,0
38,66486,15451,540,97,13,14.52055999120862,60,0.2479684838357706,0
60,40567,33327,668,5,6,21.4434401757832,24,0.2224044807060667,0
28,49739,15278,835,85,3,15.626995341617539,48,0.20883293803296912,0
59,77804,29944,683,77,1,3.8850252459999837,48,0.16834753724451815,0
60,128821,48764,730,66,7,17.24685317806424,12,0.37566527484615064,0
34,23754,6134,382,11,10,2.6859692037818137,12,0.4027001859766721,0
52,47044,35131,585,99,4,20.049110362158842,36,0.45275133033156867,0
58,87260,42887,833,11,5,17.499311629252944,12,0.44010668546683396,0
53,86912,43462,758,108,13,9.447677312933184,48,0.24616665564169124,0
43,145623,27520,511,65,10,9.079940603264104,36,0.26515550269842325,0
35,28706,26869,425,1,6,20.461142422291875,12,0.44075726772116897,1
53,28894,41932,712,14,14,20.125075568303963,24,0.2747238203918142,1
45,38037,10039,798,22,14,10.426802973477098,60,0.20631159480965652,0
37,103986,26281,724,28,9,9.226323881795057,12,0.28716807684836976,0
53,101942,15442,842,80,0,15.096057749862775,12,0.23604207878898883,0
67,71612,13252,457,95,7,2.688227349643244,24,0.1441563606092889,0
22,49725,32586,411,6,3,4.360008354697202,48,0.5150694511383268,1
34,25926,22568,701,93,12,5.338815778346577,24,0.5265556945785181,1
60,124555,25810,421,27,8,6.671765901111419,12,0.20987515008343974,0
60,29496,6551,572,13,0,14.020407850198055,48,0.13238609976260088,0
59,76447,17625,593,43,10,24.825443084375244,36,0.4694137186755898,0
26,121604,39397,697,29,1,17.183801539315454,12,0.20576431293170686,0
26,49806,31249,770,80,13,3.879222875107531,24,0.29671774471843015,0
23,108199,6361,506,31,5,14.32553591640044,36,0.13206762611869163,0
27,61321,31149,409,109,10,13.67451727876385,60,0.2131347923792176,0
28,142041,9370,739,69,9,5.743775855906113,36,0.49645113916481787,0
62,122031,10283,577,114,10,23.206128298054175,24,0.5021982234576009,0
35,85095,12610,781,87,13,12.417218072695801,36,0.2035424124438552,0
67,42656,48326,413,5,0,24.877580663719144,24,0.2679569225533448,1
49,75147,19924,776,26,3,11.951626643173697,12,0.1671192095468718,0
53,111396,49717,620,81,7,16.17904831038121,48,0.1370863151424612,0
50,69666,15626,478,87,14,4.857157070157402,60,0.5960858572242047,0
59,102368,39761,518,100,9,12.720126035654557,48,0.4277969756224196,0
47,58787,5869,827,119,4,7.872232615089399,48,0.37104825459915936,0
56,133767,36552,791,23,12,21.30020796785279,48,0.4827492502026498,0
49,82946,6014,360,101,8,20.138190659519648,24,0.520038579843862,1
58,41727,15103,353,33,10,21.044049991570567,24,0.5033573840223637,1
53,128351,21986,837,39,10,18.781212349553908,60,0.10826972464493831,0
57,115081,49781,364,46,5,21.23537253145115,24,0.19340394909524924,0
47,142721,35471,470,78,0,7.018646878935719,24,0.4274526510589155,0
53,130058,38458,572,74,5,12.670984973045538,24,0.28787967390198144,0
24,88056,30069,834,85,5,18.06655479878428,24,0.5912413255305535,0
42,23081,21873,690,117,12,16.841331203540534,12,0.432702396319127,1
22,54196,28248,626,23,5,18.617975864666956,60,0.5782744543646032,1
30,56735,28624,407,64,7,7.545813620902713,24,0.20072324082289691,1
25,124749,48516,461,17,14,4.714780953512269,60,0.5319785140575115,0
30,100102,34061,751,43,5,23.12814800668247,36,0.2606761529076127,0
53,99578,29170,505,75,4,15.103867650265565,12,0.5947824041189034,0
58,45498,13024,315,56,14,5.961083301416746,24,0.17884433603657365,0
33,96865,21678,626,106,10,20.352323092465635,12,0.35816990941916327,0
51,51656,43256,301,27,1,23.08592357415886,12,0.49642226691856095,1
67,87695,25411,309,103,3,6.315179167849954,36,0.3163212403020179,0
56,57900,48803,733,70,13,20.891780243554987,60,0.3340420300938234,0
65,148392,24296,424,22,14,23.49756387968039,12,0.5931778977528706,0
44,137235,31293,380,84,9,23.61313600666039,48,0.31265407515057664,0
35,104899,32172,784,33,4,23.068520387203776,36,0.4020360502995318,0
49,67701,26128,449,10,9,14.794472778102312,48,0.12726983033757536,0
28,128777,23257,639,85,3,10.514754638212057,36,0.52110504010513,0
25,39033,17855,428,105,1,2.663638173115209,48,0.4240840244897718,0
49,143193,24642,737,34,6,3.870525104609359,48,0.3020100514314068,0
67,30805,40585,800,115,9,12.14887784419129,12,0.10808476997725988,0
24,55851,25025,357,92,9,11.484838293808982,12,0.3958344102967519,1
32,46832,9458,497,41,1,6.656062965322372,36,0.1063289142420811,0
65,83437,10307,510,27,0,11.398300630712278,60,0.10060180695450896,0
22,135725,46701,344,81,13,6.429626472745783,12,0.4080492810746773,1
47,33944,23425,396,77,4,21.597803187456414,12,0.19450853366727713,1
51,39873,48427,578,81,11,9.209384752200974,24,0.19594377485904765,0
56,60372,33273,834,91,12,15.967697878561975,12,0.42663578291637183,0
56,109464,43506,709,23,0,13.813968894979453,60,0.12684859396968715,0
46,35379,10668,760,7,0,3.667346745864825,24,0.25670278073727815,0
63,137322,30934,690,105,14,23.70025868855124,48,0.17471595107100954,0
47,56751,12697,343,117,0,14.362584510635875,48,0.3900881848982669,0
25,120082,29417,326,108,5,9.813796976315844,24,0.43088257736369795,1
40,109822,21446,396,52,8,6.057847816744036,24,0.46056792679952174,0
31,25110,45597,847,71,9,10.116849281353804,24,0.22761560845928272,1
30,74341,15751,518,3,12,2.961511068026264,36,0.144624875818292,0
60,32087,12352,484,90,10,10.680058495336699,60,0.13934182847094892,0
58,43762,18516,368,99,11,14.45843336435136,60,0.3130757742253619,0
26,135812,28299,429,4,0,22.116990531646255,48,0.5729222045313576,0
28,102617,36957,633,96,4,17.965924398200446,48,0.2088645171235123,0
43,120483,33927,453,48,14,5.010602045497931,48,0.22837080067077467,0
67,29596,46094,846,97,8,5.824292299854124,12,0.15044440105292947,0
46,123555,41412,378,29,13,12.13277577591343,48,0.40278513694696516,1
66,127539,34493,712,71,8,6.903424411872726,24,0.4399364369735874,0
63,38313,31711,845,102,0,3.126619995612004,48,0.42146560408038003,0
32,133175,13003,468,62,7,20.61283480265658,24,0.5305651215223907,0
46,86549,36707,814,46,0,2.939257840704868,36,0.34321291751303584,0
33,134914,8278,613,25,14,21.190516116955315,12,0.16722852038353223,0
60,43705,12296,331,56,7,5.7423391682417355,12,0.24470256535220633,0
38,87364,30398,586,36,0,24.430264243160114,60,0.43121498671067593,0
45,93445,40842,342,97,11,16.087163016089278,36,0.4065609868707799,1
53,123892,18261,300,6,4,19.037116861672647,24,0.3655015648714812,1
67,98645,16173,569,39,7,4.98588162928146,36,0.44148220934434357,0
60,22023,35449,479,91,5,21.8973416526583,12,0.4186954251866497,1
